token,occurrences,length,keep_caps,has_vowels
BLL,1,3,Y,
BLNP,1,4,Y,
BLOC,3,4,,Y
BLOK,1,4,,Y
BLP,1,3,Y,
BLQF,1,4,Y,
BLR,1,3,Y,
BLS,4,3,Y,
BLTE,1,4,,Y
BLU,7,3,Y,Y
BLUE,86,4,,Y
BLV,1,3,Y,
BLX,1,3,Y,
BLXC,1,4,Y,
BLXE,2,4,,Y
BLY,1,3,Y,
BLZ,2,3,Y,
BM,59,2,Y,
BMA,2,3,Y,Y
BMAP,1,4,,Y
BMAT,2,4,Y,Y
BMB,4,3,Y,
BMC,1,3,Y,
BMCC,1,4,Y,
BME,5,3,Y,Y
BMF,3,3,Y,
BMG,5,3,Y,
BMI,1,3,Y,Y
BMJ,1,3,Y,
BML,3,3,Y,
BMLT,1,4,Y,
BMM,5,3,Y,
BMR,1,3,Y,
BMS,6,3,Y,
BMT,5,3,Y,
BMUN,1,4,,Y
BMWK,1,4,Y,
BMWO,1,4,,Y
BMX,8,3,Y,
BMYR,1,4,Y,
BMZT,1,4,Y,
BN,3,2,Y,
BNC,3,3,Y,
BNEI,1,4,,Y
BNFW,2,4,Y,
BNH,4,3,Y,
BNLK,1,4,Y,
BNND,1,4,Y,
BNO,1,3,Y,Y
BNOK,1,4,,Y
BNOS,4,4,,Y
BNP,27,3,Y,
BNS,5,3,Y,
BNSL,1,4,Y,
BNTA,1,4,,Y
BNTL,2,4,Y,
BNXJ,1,4,Y,
BNXN,1,4,Y,
BO,9,2,Y,Y
BOA,2,3,Y,Y
BOAT,12,4,,Y
BOB,8,3,,Y
BOBO,2,4,,Y
BOBS,1,4,,Y
BOC,8,3,Y,Y
BOCK,1,4,,Y
BODI,1,4,,Y
BODS,1,4,,Y
BODY,14,4,,Y
BOE,1,3,Y,Y
BOER,1,4,,Y
BOG,1,3,Y,Y
BOI,1,3,Y,Y
BOIL,1,4,,Y
BOJ,1,3,Y,Y
BOJO,1,4,,Y
BOJY,1,4,,Y
BOK,1,3,Y,Y
BOL,1,3,Y,Y
BOLA,2,4,,Y
BOLD,17,4,,Y
BOLT,8,4,,Y
BOMA,1,4,,Y
BON,3,3,Y,Y
BOND,27,4,,Y
BONE,2,4,,Y
BONG,1,4,,Y
BOOK,23,4,,Y
BOOM,3,4,,Y
BOON,5,4,,Y
BOOS,1,4,,Y
BOOT,4,4,,Y
BOP,3,3,Y,Y
BOPS,1,4,,Y
BOR,2,3,Y,Y
BORE,1,4,,Y
BORG,1,4,,Y
BORN,1,4,,Y
BORO,1,4,,Y
BOS,1,3,Y,Y
BOSE,3,4,,Y
BOSS,2,4,,Y
BOT,1,3,Y,Y
BOU,1,3,Y,Y
BOW,13,3,,Y
BOWL,4,4,,Y
BOX,71,3,,Y
BOXE,1,4,,Y
BOXR,1,4,,Y
BOXX,1,4,,Y
BOY,2,3,Y,Y
BOYD,2,4,Y,Y
BOYO,1,4,,Y
BOYS,29,4,,Y
BP,39,2,Y,
BPA,5,3,Y,Y
BPC,2,3,Y,
BPCA,2,4,Y,Y
BPCE,2,4,,Y
BPD,1,3,Y,
BPG,2,3,Y,
BPH,2,3,Y,
BPI,1,3,Y,Y
BPM,3,3,Y,
BPO,2,3,Y,Y
BPOZ,1,4,,Y
BPP,14,3,Y,
BPR,2,3,Y,
BPS,19,3,Y,
BPST,1,4,Y,
BPTW,6,4,Y,
BPUC,1,4,,Y
BPVQ,1,4,Y,
BPYJ,1,4,Y,
BPZ,1,3,Y,
BQ,9,2,Y,
BQAL,1,4,,Y
BQBJ,1,4,Y,
BQDF,1,4,Y,
BQFB,1,4,Y,
BQGT,1,4,Y,
BQLC,1,4,Y,
BQLI,1,4,,Y
BQXM,1,4,Y,
BR,13,2,Y,
BRA,1,3,Y,Y
BRAD,2,4,,Y
BRAP,2,4,,Y
BRAR,1,4,,Y
BRAT,1,4,,Y
BRAY,3,4,,Y
BRC,3,3,Y,
BRCA,1,4,,Y
BRCF,1,4,Y,
BRD,1,3,Y,
BRE,10,3,Y,Y
BREO,1,4,,Y
BREW,6,4,,Y
BRG,2,3,Y,
BRH,1,3,Y,
BRI,4,3,Y,Y
BRID,2,4,,Y
BRIE,1,4,,Y
BRIM,1,4,,Y
BRIT,10,4,,Y
BRJ,2,3,Y,
BRM,1,3,Y,
BRO,2,3,Y,Y
BROA,2,4,,Y
BROG,1,4,,Y
BROS,29,4,,Y
BROW,3,4,,Y
BRP,2,3,Y,
BRT,1,3,Y,
BRUM,1,4,,Y
BRUO,1,4,,Y
BRX,1,3,Y,
BRYN,3,4,Y,
BS,9,2,Y,
BSA,2,3,Y,Y
BSB,3,3,Y,
BSBI,1,4,,Y
BSCE,1,4,,Y
BSD,2,3,Y,
BSEC,1,4,,Y
BSED,2,4,,Y
BSF,4,3,Y,
BSFP,1,4,Y,
BSG,4,3,Y,
BSH,1,3,Y,
BSI,18,3,Y,Y
BSJT,1,4,Y,
BSK,1,3,Y,
BSL,10,3,Y,
BSM,2,3,Y,
BSMR,1,4,Y,
BSN,1,3,Y,
BSOC,3,4,,Y
BSP,2,3,Y,
BSPS,1,4,Y,
BSR,1,3,Y,
BSS,1,3,Y,
BSST,1,4,Y,
BST,1,3,Y,
BSUH,1,4,,Y
BSW,4,3,Y,
BT,35,2,Y,
BTBQ,1,4,Y,
BTC,9,3,Y,
BTG,1,3,Y,
BTJ,1,3,Y,
BTK,2,3,Y,
BTL,2,3,Y,
BTME,2,4,Y,Y
BTMK,1,4,Y,
BTN,1,3,Y,
BTOO,1,4,,Y
BTS,2,3,Y,
BTU,8,3,Y,Y
BTUR,1,4,,Y
BTZW,1,4,Y,
BU,4,2,Y,Y
BUAR,1,4,,Y
BUCH,1,4,,Y
BUCK,4,4,,Y
BUCP,1,4,,Y
BUD,2,3,Y,Y
BUDD,1,4,,Y
BUDE,1,4,,Y
BUDS,2,4,,Y
BUE,1,3,Y,Y
BUFK,1,4,,Y
BUG,1,3,Y,Y
BUGS,3,4,,Y
BUI,1,3,Y,Y
BUK,2,3,Y,Y
BULB,4,4,,Y
BULL,5,4,,Y
BUN,1,3,Y,Y
BUNS,5,4,,Y
BUNT,1,4,,Y
BUOQ,1,4,,Y
BUPA,56,4,,Y
BUR,1,3,Y,Y
BURD,1,4,,Y
BURO,4,4,,Y
BURR,2,4,,Y
BURY,3,4,,Y
BUS,38,3,,Y
BUSH,19,4,,Y
BUSI,1,4,,Y
BUSY,14,4,,Y
BUT,4,3,Y,Y
BUTQ,1,4,,Y
BUTT,3,4,,Y
BUUA,1,4,,Y
BUY,12,3,,Y
BUYS,1,4,,Y
BUYZ,1,4,,Y
BUZZ,4,4,,Y
BV,50,2,Y,
BVBA,2,4,Y,Y
BVD,1,3,Y,
BVH,1,3,Y,
BVI,1,3,Y,Y
BVKX,1,4,Y,
BVL,3,3,Y,
BVLQ,1,4,Y,
BVPX,1,4,Y,
BVQV,1,4,Y,
BVS,1,3,Y,
BW,10,2,Y,
BWA,3,3,Y,Y
BWB,3,3,Y,
BWC,2,3,Y,
BWF,2,3,Y,
BWG,1,3,Y,
BWH,1,3,Y,
BWL,1,3,Y,
BWM,1,3,Y,
BWO,1,3,Y,Y
BWR,1,3,Y,
BWS,1,3,Y,
BWSA,1,4,,Y
BWT,2,3,Y,
BWV,2,3,Y,
BWY,1,3,Y,
BX,1,2,Y,
BXGM,1,4,Y,
BXPG,1,4,Y,
BXS,1,3,Y,
BXW,1,3,Y,
BXXI,1,4,,Y
BXY,1,3,Y,
BY,93,2,,
BYCT,1,4,Y,
BYER,1,4,,Y
BYEY,1,4,,Y
BYKG,1,4,Y,
BYN,1,3,Y,
BYR,2,3,Y,
BYRD,2,4,Y,
BYS,3,3,Y,
BYT,4,3,Y,
BYTE,3,4,,Y
BYU,1,3,Y,Y
BZ,5,2,Y,
BZE,1,3,Y,Y
BZNX,1,4,Y,
BZS,1,3,Y,
BZWN,1,4,Y,
BZXF,1,4,Y,
CA,29,2,Y,Y
CAB,16,3,,Y
CABE,1,4,,Y
CABI,1,4,,Y
CABS,21,4,,Y
CABZ,1,4,,Y
CAC,2,3,Y,Y
CACI,4,4,,Y
CACS,1,4,,Y
CACT,1,4,,Y
CAD,3,3,Y,Y
CAE,5,3,Y,Y
CAF,14,3,Y,Y
CAFE,226,4,,Y
CAFF,1,4,,Y
CAG,4,3,Y,Y
CAGE,1,4,,Y
CAGL,1,4,,Y
CAIA,1,4,,Y
CAIR,5,4,,Y
CAKE,18,4,,Y
CAL,1,3,Y,Y
CALE,1,4,,Y
CALI,1,4,,Y
CALL,20,4,,Y
CALM,6,4,,Y
CAM,9,3,Y,Y
CAMD,1,4,,Y
CAME,5,4,,Y
CAMO,1,4,,Y
CAMP,17,4,,Y
CAN,28,3,,Y
CANN,1,4,,Y
CANT,4,4,,Y
CAOS,1,4,,Y
CAP,4,3,Y,Y
CAPA,1,4,,Y
CAPE,4,4,,Y
CAPP,1,4,,Y
CAPS,1,4,,Y
CAR,109,3,,Y
CARA,1,4,,Y
CARD,34,4,,Y
CARE,2831,4,,Y
CARL,4,4,,Y
CARR,7,4,,Y
CARS,134,4,,Y
CART,1,4,,Y
CARU,1,4,,Y
CARY,2,4,,Y
CARZ,4,4,,Y
CAS,9,3,,Y
CASA,7,4,,Y
CASE,2,4,,Y
CASH,20,4,,Y
CASS,8,4,,Y
CAST,5,4,,Y
CAT,8,3,Y,Y
CATE,3,4,,Y
CATG,2,4,,Y
CATH,2,4,,Y
CATO,1,4,,Y
CATS,2,4,,Y
CAUL,1,4,,Y
CAUX,1,4,,Y
CAV,1,3,Y,Y
CAVA,1,4,,Y
CAVE,3,4,,Y
CAWV,1,4,,Y
CAY,1,3,Y,Y
CAYA,1,4,,Y
CB,3,2,Y,
CBA,3,3,Y,Y
CBAC,3,4,Y,Y
CBB,2,3,Y,
CBC,4,3,Y,
CBCS,1,4,Y,
CBE,2,3,Y,Y
CBEA,1,4,,Y
CBEC,1,4,,Y
CBES,1,4,,Y
CBG,3,3,Y,
CBGF,2,4,Y,
CBH,1,3,Y,
CBI,1,3,Y,Y
CBJM,1,4,Y,
CBLB,1,4,Y,
CBM,5,3,Y,
CBOC,1,4,,Y
CBRE,19,4,Y,Y
CBS,11,3,Y,
CBT,6,3,Y,
CBUK,1,4,,Y
CBW,1,3,Y,
CBWI,1,4,,Y
CBXG,1,4,Y,
CC,57,2,Y,
CCA,4,3,Y,Y
CCC,4,3,Y,
CCCP,4,4,Y,
CCES,1,4,,Y
CCF,1,3,Y,
CCFI,1,4,,Y
CCG,26,3,Y,
CCGH,1,4,Y,
CCH,1,3,Y,
CCI,4,3,Y,Y
CCII,1,4,,Y
CCL,4,3,Y,
CCM,1,3,Y,
CCMA,3,4,,Y
CCMJ,8,4,Y,
CCP,1,3,Y,
CCPI,1,4,,Y
CCPT,2,4,Y,
CCR,6,3,Y,
CCS,37,3,Y,
CCSL,1,4,Y,
CCT,1,3,Y,
CCTV,24,4,Y,
CCV,1,3,Y,
CCY,1,3,Y,
CD,10,2,Y,
CDAR,1,4,,Y
CDC,1,3,Y,
CDCJ,1,4,Y,
CDCL,1,4,Y,
CDD,1,3,Y,
CDEC,1,4,,Y
CDER,6,4,Y,Y
CDH,1,3,Y,
CDL,1,3,Y,
CDM,7,3,Y,
CDOB,1,4,,Y
CDP,1,3,Y,
CDQ,1,3,Y,
CDR,3,3,Y,
CDS,17,3,Y,
CDT,1,3,Y,
CDW,6,3,Y,
CDZO,1,4,,Y
CE,146,2,Y,Y
CEA,1,3,Y,Y
CEB,2,3,Y,Y
CEC,3,3,Y,Y
CED,7,3,Y,Y
CEDE,1,4,,Y
CEDF,1,4,,Y
CEDK,1,4,,Y
CEDR,5,4,Y,Y
CEE,2,3,Y,Y
CEF,8,3,Y,Y
CEG,2,3,Y,Y
CEH,2,3,Y,Y
CEHB,1,4,,Y
CEI,1,3,Y,Y
CEJ,1,3,Y,Y
CEK,2,3,Y,Y
CEKD,1,4,,Y
CEL,9,3,Y,Y
CELL,2,4,,Y
CEM,3,3,Y,Y
CEME,1,4,,Y
CEN,11,3,Y,Y
CENC,1,4,,Y
CENT,12,4,,Y
CEO,4,3,Y,Y
CEP,1,3,Y,Y
CEQ,1,3,Y,Y
CER,4,3,Y,Y
CERA,3,4,,Y
CERB,1,4,,Y
CERC,1,4,,Y
CERT,3,4,,Y
CES,2,3,Y,Y
CESD,1,4,,Y
CET,3,3,Y,Y
CEU,1,3,Y,Y
CEUT,1,4,,Y
CEV,1,3,Y,Y
CEVA,1,4,,Y
CEWE,7,4,,Y
CEX,4,3,Y,Y
CEZ,1,3,Y,Y
CF,22,2,Y,
CFA,3,3,Y,Y
CFAB,5,4,Y,Y
CFB,2,3,Y,
CFBT,1,4,Y,
CFC,7,3,Y,
CFD,1,3,Y,
CFE,1,3,Y,Y
CFG,1,3,Y,
CFGS,2,4,Y,
CFH,12,3,Y,
CFL,1,3,Y,
CFR,2,3,Y,
CFRW,1,4,Y,
CFSU,1,4,,Y
CFT,5,3,Y,
CFU,2,3,Y,Y
CG,8,2,Y,
CGA,3,3,Y,Y
CGAE,1,4,,Y
CGD,1,3,Y,
CGEX,1,4,,Y
CGF,1,3,Y,
CGGN,1,4,Y,
CGI,3,3,Y,Y
CGJ,1,3,Y,
CGL,6,3,Y,
CGML,1,4,Y,
CGP,4,3,Y,
CGR,1,3,Y,
CGYZ,1,4,Y,
CGZZ,1,4,Y,
CH,18,2,Y,
CHA,7,3,Y,Y
CHAD,1,4,,Y
CHAE,1,4,,Y
CHAI,1,4,,Y
CHAM,1,4,,Y
CHAN,4,4,,Y
CHAS,7,4,,Y
CHAY,1,4,,Y
CHB,1,3,Y,
CHCO,3,4,,Y
CHD,11,3,Y,
CHE,4,3,,Y
CHEF,3,4,,Y
CHEL,3,4,,Y
CHEM,1,4,,Y
CHEW,3,4,,Y
CHF,1,3,Y,
CHG,1,3,Y,
CHH,1,3,Y,
CHHG,4,4,Y,
CHI,10,3,Y,Y
CHIC,4,4,,Y
CHIK,1,4,,Y
CHIN,1,4,,Y
CHIP,3,4,,Y
CHIS,1,4,,Y
CHJM,1,4,Y,
CHK,1,3,Y,
CHL,1,3,Y,
CHM,1,3,Y,
CHO,1,3,Y,Y
CHOC,1,4,,Y
CHOI,1,4,,Y
CHOL,1,4,,Y
CHOO,2,4,,Y
CHOP,2,4,,Y
CHOR,1,4,,Y
CHOW,1,4,,Y
CHP,7,3,Y,
CHPK,3,4,Y,
CHQ,1,3,Y,
CHQR,1,4,Y,
CHRW,1,4,Y,
CHS,4,3,Y,
CHSE,1,4,,Y
CHTU,1,4,,Y
CHU,4,3,Y,Y
CHUN,1,4,,Y
CHUR,1,4,,Y
CHUS,1,4,,Y
CHY,1,3,Y,
CHYK,1,4,Y,
CI,13,2,Y,Y
CIA,11,3,Y,Y
CIC,1722,3,y,Y
CICC,1,4,,Y
CICM,1,4,,Y
CICS,1,4,,Y
CID,1,3,Y,Y
CIDB,1,4,,Y
CIEH,2,4,Y,Y
CIJ,1,3,Y,Y
CIL,2,3,Y,Y
CILL,1,4,,Y
CILT,1,4,,Y
CILX,1,4,,Y
CIM,2,3,Y,Y
CIN,1,3,Y,Y
CINQ,1,4,,Y
CIO,71,3,Y,Y
CIOB,2,4,,Y
CIPD,9,4,,Y
CIPE,1,4,,Y
CIPP,1,4,,Y
CIPR,2,4,,Y
CIPS,2,4,,Y
CIQA,1,4,,Y
CIR,1,3,Y,Y
CIS,19,3,Y,Y
CIT,2,3,Y,Y
CITB,6,4,Y,Y
CITI,8,4,,Y
CITY,267,4,,Y
CIV,6,3,Y,Y
CIWM,4,4,,Y
CJ,11,2,Y,
CJA,2,3,Y,Y
CJAW,1,4,,Y
CJB,2,3,Y,
CJHE,3,4,,Y
CJM,1,3,Y,
CJR,1,3,Y,
CJS,7,3,Y,
CJSS,1,4,Y,
CK,10,2,Y,
CKB,4,3,Y,
CKC,1,3,Y,
CKCO,1,4,,Y
CKDA,1,4,,Y
CKGI,1,4,,Y
CKH,1,3,Y,
CKJ,1,3,Y,
CKNW,1,4,Y,
CKNX,2,4,Y,
CKQU,1,4,,Y
CKR,1,3,Y,
CKT,1,3,Y,
CKUK,1,4,,Y
CKZ,1,3,Y,
CL,9,2,Y,
CLA,3,3,Y,Y
CLAD,2,4,,Y
CLAP,1,4,,Y
CLAY,9,4,,Y
CLB,2,3,Y,
CLBD,1,4,Y,
CLC,10,3,Y,
CLCH,1,4,Y,
CLD,3,3,Y,
CLEA,2,4,,Y
CLEM,1,4,,Y
CLEO,2,4,,Y
CLES,2,4,,Y
CLFS,1,4,Y,
CLG,1,3,Y,
CLI,1,3,Y,Y
CLIA,4,4,,Y
CLIN,2,4,,Y
CLIP,2,4,,Y
CLK,1,3,Y,
CLM,3,3,Y,
CLMR,1,4,Y,
CLN,1,3,Y,
CLNT,1,4,Y,
CLO,2,3,Y,Y
CLOA,1,4,,Y
CLOC,2,4,,Y
CLOD,1,4,,Y
CLOL,1,4,,Y
CLOW,1,4,,Y
CLPE,1,4,,Y
CLR,40,3,Y,
CLS,5,3,Y,
CLSH,3,4,Y,
CLT,4,3,Y,
CLTS,1,4,Y,
CLU,2,3,Y,Y
CLUA,1,4,,Y
CLUB,281,4,,Y
CLVU,1,4,,Y
CLW,1,3,Y,
CM,28,2,Y,
CMA,10,3,Y,Y
CMAC,2,4,,Y
CMB,3,3,Y,
CMC,2,3,Y,
CMD,1,3,Y,
CMDM,1,4,Y,
CMF,2,3,Y,
CMG,11,3,Y,
CMHZ,1,4,Y,
CMKE,1,4,,Y
CML,1,3,Y,
CMO,1,3,Y,Y
CMP,1,3,Y,
CMPP,1,4,Y,
CMR,1,3,Y,
CMS,15,3,Y,
CMSS,2,4,Y,
CMT,6,3,Y,
CMU,1,3,Y,Y
CMUK,1,4,,Y
CMW,2,3,Y,
CMWV,1,4,Y,
CMY,1,3,Y,
CN,5,2,Y,
CNA,1,3,Y,Y
CNAA,1,4,,Y
CNB,1,3,Y,
CNBC,1,4,Y,
CNH,1,3,Y,
CNKA,1,4,,Y
CNN,1,3,Y,
CNNW,1,4,Y,
CNNZ,1,4,Y,
CNOF,1,4,,Y
CNOH,1,4,,Y
CNQK,1,4,Y,
CNR,1,3,Y,
CNS,1,3,Y,
CNT,2,3,Y,
CNTR,5,4,Y,
CNUM,1,4,,Y
CNV,1,3,Y,
CNWL,3,4,Y,
CO,1127,2,,Y
COA,1,3,Y,Y
COAT,5,4,,Y
COBB,1,4,,Y
COC,1,3,Y,Y
COCO,10,4,,Y
COD,1,3,Y,Y
CODE,10,4,,Y
COE,9,3,,Y
COED,1,4,,Y
COF,8,3,Y,Y
COFE,15,4,,Y
COFF,1,4,,Y
COFY,1,4,,Y
COG,1,3,Y,Y
COIN,5,4,,Y
COL,4,3,Y,Y
COLD,3,4,,Y
COLE,12,4,,Y
COLL,3,4,,Y
COLT,5,4,,Y
COM,117,3,,Y
COME,4,4,,Y
COMM,15,4,,Y
COMO,1,4,,Y
COMP,10,4,,Y
COMS,1,4,,Y
CON,10,3,Y,Y
CONF,1,4,,Y
CONG,1,4,,Y
CONN,3,4,,Y
CONS,3,4,,Y
CONT,2,4,,Y
COOK,15,4,,Y
COOL,8,4,,Y
COOP,39,4,,Y
COOW,1,4,,Y
COPM,1,4,,Y
COPY,3,4,,Y
COR,2,3,Y,Y
CORA,1,4,,Y
CORD,1,4,,Y
CORE,19,4,,Y
CORI,1,4,,Y
CORN,1,4,,Y
CORP,13,4,,Y
CORY,1,4,,Y
COS,1,3,Y,Y
COSI,1,4,,Y
COST,16,4,,Y
COSY,3,4,,Y
COTE,1,4,,Y
COU,2,3,Y,Y
COUK,2,4,,Y
COUN,2,4,,Y
COUQ,1,4,,Y
COUR,6,4,,Y
COVE,5,4,,Y
COVO,1,4,,Y
COW,1,3,Y,Y
COWI,1,4,,Y
COX,8,3,,Y
COY,1,3,Y,Y
COYS,1,4,,Y
COZY,1,4,,Y
CP,22,2,Y,
CPA,1,3,Y,Y
CPAM,1,4,,Y
CPC,9,3,Y,
CPD,9,3,Y,
CPDF,1,4,Y,
CPE,2,3,Y,Y
CPFC,2,4,Y,
CPG,7,3,Y,
CPGL,1,4,Y,
CPGR,1,4,Y,
CPH,2,3,Y,
CPI,8,3,Y,Y
CPJ,2,3,Y,
CPJT,1,4,Y,
CPL,4,3,Y,
CPM,1,3,Y,
CPMC,3,4,Y,
CPMG,1,4,Y,
CPNL,1,4,Y,
CPP,2,3,Y,
CPPD,1,4,Y,
CPR,1,3,Y,
CPS,2,3,Y,
CPT,5,3,Y,
CPTA,1,4,,Y
CPUY,1,4,,Y
CPVN,1,4,Y,
CPW,3,3,Y,
CPXJ,1,4,Y,
CQ,2,2,Y,
CQC,4,3,Y,
CQGY,1,4,Y,
CQIT,1,4,,Y
CQKX,1,4,Y,
CQM,1,3,Y,
CQR,2,3,Y,
CQSQ,1,4,Y,
CQT,1,3,Y,
CQVU,1,4,,Y
CQWP,1,4,Y,
CQWS,1,4,Y,
CQY,1,3,Y,
CR,14,2,Y,
CRA,1,3,Y,Y
CRAF,1,4,,Y
CRAG,1,4,,Y
CRAN,1,4,,Y
CRAY,4,4,,Y
CRC,2,3,Y,
CRCS,1,4,Y,
CRE,4,3,Y,Y
CREA,1,4,,Y
CREO,1,4,,Y
CRES,1,4,,Y
CREW,14,4,,Y
CRH,1,3,Y,
CRI,1,3,Y,Y
CRIB,1,4,,Y
CRIC,1,4,,Y
CRIF,1,4,,Y
CRK,1,3,Y,
CRKY,1,4,Y,
CRL,5,3,Y,
CRLP,1,4,Y,
CRM,2,3,Y,
CRN,1,3,Y,
CRNH,2,4,Y,
CRO,1,3,Y,Y
CROQ,1,4,,Y
CROS,1,4,,Y
CROY,1,4,,Y
CRPD,1,4,Y,
CRPT,1,4,Y,
CRQ,1,3,Y,
CRR,1,3,Y,
CRS,5,3,Y,
CRT,5,3,Y,
CRTV,1,4,Y,
CRU,1,3,Y,Y
CRUZ,1,4,,Y
CRV,11,3,Y,
CRW,1,3,Y,
CRXJ,1,4,Y,
CS,45,2,Y,
CSA,3,3,Y,Y
CSAC,1,4,,Y
CSAN,1,4,,Y
CSC,4,3,Y,
CSCT,1,4,Y,
CSDB,1,4,Y,
CSE,6,3,Y,Y
CSF,1,3,Y,
CSG,10,3,Y,
CSGB,1,4,Y,
CSHM,1,4,Y,
CSIV,1,4,,Y
CSJ,1,3,Y,
CSK,3,3,Y,
CSKS,1,4,Y,
CSKX,1,4,Y,
CSL,9,3,Y,
CSLN,1,4,Y,
CSM,4,3,Y,
CSN,5,3,Y,
CSPT,3,4,Y,
CSR,1,3,Y,
CSS,6,3,Y,
CST,7,3,Y,
CSTC,1,4,Y,
CSU,9,3,Y,Y
CSUK,2,4,,Y
CSUO,1,4,,Y
CSWO,1,4,,Y
CSWT,1,4,Y,
CSXP,1,4,Y,
CSXR,1,4,Y,
CT,14,2,Y,
CTAX,1,4,,Y
CTC,6,3,Y,
CTD,3,3,Y,
CTG,1,3,Y,
CTHF,1,4,Y,
CTI,2,3,Y,Y
CTJ,2,3,Y,
CTJM,1,4,Y,
CTK,4,3,Y,
CTKG,1,4,Y,
CTM,8,3,Y,
CTMS,1,4,Y,
CTO,1,3,Y,Y
CTP,2,3,Y,
CTQU,1,4,,Y
CTR,8,3,Y,
CTRC,3,4,Y,
CTRE,3,4,Y,Y
CTRL,1,4,Y,
CTS,5,3,Y,
CTTZ,1,4,Y,
CTX,2,3,Y,
CTY,3,3,Y,
CTYU,1,4,,Y
CU,4,2,Y,Y
CUBE,9,4,,Y
CUBO,1,4,,Y
CUBS,2,4,,Y
CUFT,1,4,,Y
CUHL,1,4,,Y
CUI,1,3,Y,Y
CUIS,1,4,,Y
CUKQ,1,4,,Y
CUL,1,3,Y,Y
CULT,5,4,,Y
CUP,4,3,Y,Y
CUPE,1,4,,Y
CUPS,2,4,,Y
CUQ,1,3,Y,Y
CURA,3,4,,Y
CURB,4,4,,Y
CURE,1,4,,Y
CURL,3,4,,Y
CURO,1,4,,Y
CUST,3,4,,Y
CUSU,1,4,,Y
CUT,11,3,Y,Y
CUTE,1,4,,Y
CUTS,1,4,,Y
CUTZ,1,4,,Y
CUXC,1,4,,Y
CV,8,2,Y,
CVA,1,3,Y,Y
CVAA,1,4,,Y
CVAP,1,4,,Y
CVC,1,3,Y,
CVGA,1,4,,Y
CVHZ,1,4,Y,
CVIU,1,4,,Y
CVM,2,3,Y,
CVP,1,3,Y,
CVQT,1,4,Y,
CVS,3,3,Y,
CVT,1,3,Y,
CVUS,1,4,,Y
CVW,2,3,Y,
CVWI,1,4,,Y
CVWZ,1,4,Y,
CVXO,1,4,,Y
CVYQ,1,4,Y,
CVZT,1,4,Y,
CVZX,1,4,Y,
CW,15,2,Y,
CWA,2,3,Y,Y
CWC,6,3,Y,
CWD,1,3,Y,
CWDT,1,4,Y,
CWDU,1,4,,Y
CWG,6,3,Y,
CWH,2,3,Y,
CWOA,1,4,,Y
CWPI,1,4,,Y
CWQI,1,4,,Y
CWRJ,1,4,Y,
CWRP,1,4,Y,
CWS,2,3,Y,
CWT,3,3,Y,
CWY,1,3,Y,
CX,3,2,Y,
CXAO,1,4,,Y
CXGH,1,4,Y,
CXIX,1,4,,Y
CXMG,1,4,Y,
CXQP,1,4,Y,
CXTJ,1,4,Y,
CXTT,1,4,Y,
CXUL,1,4,,Y
CYAN,1,4,,Y
CYB,2,3,Y,
CYBS,3,4,Y,
CYC,2,3,Y,
CYD,1,3,Y,
CYF,1,3,Y,
CYFM,1,4,Y,
CYKQ,1,4,Y,
CYOR,4,4,Y,Y
CYP,2,3,Y,
CYPR,1,4,Y,
CYPZ,1,4,Y,
CYS,1,3,Y,
CYTT,1,4,Y,
CYY,1,3,Y,
CZFT,1,4,Y,
CZII,1,4,,Y
CZKB,1,4,Y,
CZLA,1,4,,Y
CZNE,1,4,,Y
CZQO,1,4,,Y
CZVW,1,4,Y,
CZWG,1,4,Y,
CZXO,1,4,,Y
DA,23,2,Y,Y
DAA,1,3,Y,Y
DAAS,1,4,,Y
DAB,4,3,Y,Y
DABD,4,4,,Y
DAC,23,3,Y,Y
DACS,3,4,,Y
DAD,1,3,Y,Y
DAF,2,3,Y,Y
DAG,2,3,Y,Y
DAGO,1,4,,Y
DAHL,1,4,,Y
DAIK,1,4,,Y
DAKO,1,4,,Y
DAKX,1,4,,Y
DAL,1,3,Y,Y
DALE,1,4,,Y
DALG,1,4,,Y
DALI,1,4,,Y
DALO,3,4,,Y
DALY,4,4,,Y
DAM,2,3,Y,Y
DAME,8,4,,Y
DAMP,1,4,,Y
DAMS,1,4,,Y
DAN,10,3,,Y
DANA,3,4,,Y
DANI,1,4,,Y
DAO,1,3,Y,Y
DAR,4,3,Y,Y
DARA,2,4,,Y
DARC,1,4,,Y
DARE,2,4,,Y
DARK,4,4,,Y
DART,3,4,,Y
DAS,3,3,Y,Y
DASA,3,4,,Y
DASH,3,4,,Y
DATA,111,4,,Y
DATE,2,4,,Y
DATS,1,4,,Y
DAUN,1,4,,Y
DAVE,5,4,,Y
DAVY,1,4,,Y
DAWE,1,4,,Y
DAWN,7,4,,Y
DAXJ,1,4,,Y
DAY,319,3,,Y
DAYA,2,4,,Y
DAYD,2,4,,Y
DAYS,18,4,,Y
DB,20,2,Y,
DBA,8,3,Y,Y
DBBL,1,4,Y,
DBC,1,3,Y,
DBD,39,3,Y,
DBFU,1,4,,Y
DBI,1,3,Y,Y
DBK,2,3,Y,
DBKB,1,4,Y,
DBL,1,3,Y,
DBLH,1,4,Y,
DBLO,1,4,,Y
DBM,1,3,Y,
DBNC,1,4,Y,
DBR,3,3,Y,
DBS,7,3,Y,
DBT,9,3,Y,
DBUN,1,4,,Y
DBZ,3,3,Y,
