supplier_clean,amount,rowcount
Island Flavours Ltd,9525,3
Fulham Medical Centre,9525,5
T.a.p The Apex Project CIC,9525,3
Liver Law Solicitors Ltd,9524.38,4
A Class Nursery Ltd,9524.36,8
London Wall Installations Ltd,9522,6
Quainton Hall School,9521.23,1
Raven Estates Ltd,9520,7
Mention Ltd,9520,3
Mark Bates Ltd,9520,1
Ms P S Bodhak,9519.38,1
Diya Nambisan,9519.12,3
RDJ Consulting Ltd,9518.5,5
Bishop Winnington-ingram,9517,1
Albion Cleaning Services,9515,14
8 Coville Terrace Ltd,9511.37,2
Our Pain 2 Power CIC,9510,7
Ewelina Vija,9509,6
Persona Care And Support Ltd,9508.2,12
Midhurst Clinical Theraputic Services,9505.2,6
Child Support Agency,9504.61,15
Senacea Ltd,9504,5
Calder Insulations Ltd,9504,4
Big City Graphics And Signs Ltd,9503.5,3
5 SAH Services Ltd,9502.5,6
Different Folk Ltd,9500,3
Milk Honey Bees CIC,9500,3
YB Associates Ltd,9500,2
Light Whale International Ltd,9500,2
Nest Child Contact & Family Support Services,9500,8
Mark Prichard,9500,1
Cousins Edmonton Ltd,9500,2
Venner Nutrition Ltd,9500,1
Miss Eleanor Nairne,9500,1
Wordforge Consultancy Ltd,9500,1
The Swim HAT Company,9500,15
Active Linx Ltd,9500,1
Lyssons International,9500,1
Euro Training Services Ltd,9500,7
Rosie Foden Ltd,9500,2
CD Homes Management Ltd,9500,2
Loopify Impact Ltd,9500,1
Camac Care Services UK Ltd,9500,19
Independent Social Work Matters Ltd,9500,2
KM Associates,9500,3
Identity Youth Theatre,9500,2
Matrix Law Ltd,9500,1
The Good Shepherd Voluntary Organisation,9500,2
Hollie Patterson,9500,3
In Control,9500,3
Cushman & Wakefield Debenham TIE LE,9500,1
Space Real Estate Solutions Ltd,9500,3
Stay Sourced Ltd,9498.5,15
Nellben Ltd,9498.48,3
Rock Pool Life CIC,9498,5
Rivers Academy West London,9498,3
Sampling Systems Ltd,9498,13
Dream Doors,9497,2
Lizzy Federico,9496.2,4
Flutta Media Ltd,9495,1
Reactive Services Ltd,9494,1
Sarah Mountcastle,9494,6
Pace Charitable Trust,9492,3
Cleve Meadow School,9492,4
Buckles Solicitors LLP,9491.32,3
Slinging London CIC,9490,2
Jellyfish Theatre,9488,10
High Voltage Substation Services Ltd,9487.25,1
Keith Tait Tree Surgery,9484.17,5
Nurhan Kaya,9483,2
Wecan Property Group Ltd,9482.95,2
Buns From Home,9478.64,7
RA ARC Ltd,9475,5
Barbara Mckay,9474,5
LA Westlake Consulting Ltd,9472,3
Watermint Property Group,9472,2
Metrocount UK Ltd,9471,3
Tom Boswell Tree Services Ltd,9470,1
Zeus Packaging Ltd,9468.97,9
Motion4kids CIC,9467.2,4
The Test Centre Training,9466.92,11
Mr Craig J Wiles,9466.78,5
St Vincents NH,9464.85,1
85 Whyteleafe Road- Nightingale Holistic Services,9464.72,2
O'rourke Contracting Plc,9464.69,1
Opus Care Ltd,9464.29,1
Olive Tree Productions Films Ltd,9463,3
Esther Nkem Nwagu,9462.74,12
Adhd Action Network,9460,2
ISC Tree Specialist Ltd,9456,2
Dr M Fateh,9456,5
The Literacy Pirates Ltd,9453.93,3
Priest Stonework And Restorati,9452.4,1
Disclosure Services,9451.73,11
Changefactor Ltd,9451.7,15
Jacob Gebretnsae,9450.93,1
Ellisnet House,9450.9,1
Vildan Atalay,9450.74,3
JR Solutions,9450,1
Turf Projects,9450,1
Jessica Franklin,9450,7
Westgate Chambers,9450,3
Regents Estate Tenant Resident Associat,9450,4
TRT Lighting Ltd,9450,1
JND Travel,9450,3
Educere Consultancy Ltd,9450,4
Briglyfire Ltd,9450,4
Think NVR,9450,10
Sphere International Ltd,9448,4
The De Beauvoir Tenants' & Residents' As,9447.87,11
Castor & Pollux Ltd,9447.7,5
Anointed 5 Enterprise Ltd,9447.39,2
Teeny Feet Day Nursery,9446.13,13
Donna Floyd,9445,2
North Valley Metal Co Colne Ltd,9444.42,3
Stone Technical Services Group Ltd,9443.5,4
VPP Ltd,9443.31,8
Richmond Gateway Club,9442.99,2
Ruth Efeoghene Okoro,9442.74,2
Joanne Spencer,9440,13
Tiger Communications Plc,9439.56,2
Richard Abrahams,9435.4,3
ESM Branding Ltd,9435.3,5
Association of Town Centre Management,9435,10
Oxbridge Accountants A/t Verity Healthcare Ltd,9430.56,22
Morley Gardens,9430,3
Benjamin Ledula,9429.94,3
Octopus Energy Operations Ltd,9429.49,2
Two Tribes,9427.86,11
FMG Repair Services,9427.03,9
Stillness Junior School,9425.77,2
Heritage Insider Ltd,9425.6,2
Cunning Plan Marketing Ltd,9425,1
SDS Cleaning Ltd,9425,6
CBC Glazing,9424.9,6
Brightwayz,9424.8,3
Faraday Property Management Ltd,9424.14,9
J P Liberty Ltd,9422.17,14
Hubbub Foundation Enterprise Ltd,9421.5,1
Tupwood Gate Nursing Home,9418.92,4
Baines Care Ltd,9418.32,4
DH People Plus Ltd,9417.34,11
Cadogan Hall Ltd,9417,6
Dr Hessel Willem Andre Willemsen,9416.22,5
Romann Catering Equipment Engineers,9413.62,3
Blossom Years Nursery And Preschool,9413.41,2
Sico Europe Ltd,9413.38,10
MIT Mazel Ltd,9413.15,5
Vauxhall Energy Ltd,9408.47,14
Victor Bailey,9407.19,3
TGS Properties & Estates Ltd,9407.12,4
Allstar Training Ltd,9405,6
Freedom To Flourish,9405,5
The House Of Refuge Ltd,9404.6,3
Tracey Harrod,9404.24,6
Digital Ceramic Systems Ltd,9400.76,1
Camberwell Arts,9400,3
Rose Social Care Consultancy Ltd,9400,4
High Voltage Performing Arts,9400,1
Element Arts,9400,1
Marina Solutions Ltd,9400,2
Enice Training & Care Ltd,9400,8
Bold Vision,9400,5
Next Step Nursing Ltd,9400,19
Elmwood Junior School,9398,6
Dionne Riviere,9396.44,2
Stradia Ltd,9396.22,2
J Consultancy,9396.16,2
Khiyo,9395.84,6
Bernard Leach Enterprises Ltd,9393.46,8
Elizabeth Court Rest Home,9392.2,3
Greenford Security Services Ltd,9390.41,12
BBL Glass Ltd,9389.45,1
Crossways - Welmede Housing Association,9388.32,4
Mrs Wendy Maker,9386.16,6
VKL Healthcare Ltd,9385.64,7
Norheads Lane Surgery,9385,7
Leon Clark Consulting Ltd,9384,5
Agape Care Agency Ltd,9378.09,6
Faversham Property Investments Ltd,9375,2
4all-building Community In West Dulwich,9375,5
Mayor's Fund For London Solutions Ltd,9375,1
Dr J P Nolan Ltd,9375,3
The Wandle Industrial Museum,9375,4
Lexon GB Ltd,9374.3,2
Praxis Knots Ltd,9367.32,2
Talar-made Ltd,9366.18,3
Allied Technical Services Ltd,9363,10
Safe Apps Ltd,9363,8
Monzo Bank,9360.68,16
Cricklewood Wanderers CIC,9360,3
Elizabeth Cleaver,9360,7
Part B Group Ltd,9360,3
The Syrian Sunflower CIC,9360,9
Deltastar Ltd,9359.3,3
Safe Spaces,9358.91,1
MFG,9358.62,1
Brentwood Communications Ltd,9355.96,7
Jokers Comedy Ltd,9355,9
Dillion Property Management,9354.02,5
Kindcare UK Ltd,9352.81,2
Soundbeam,9352.8,1
Sparsholt College Hampshire,9352.66,5
Brentside High School,9352.03,2
Gould And Harrison,9350.5,7
MMA Lighting Consultancy Ltd,9350,4
Safia Tharoo,9350,3
UK Prime Care Services Ltd,9350,5
Tijon Consulting Ltd,9350,1
GTSD,9350,1
Lambeth Elderly Association From Vietnam,9350,2
Victoria Lodge,9349.88,2
Gradwell Communications Ltd,9349.69,3
Dominick Nwosisi,9348,2
Buttress And Snatch,9348,3
Hamelin Trusta,9347.94,6
The Engines House Bexley Ltd,9347.92,3
Bose Anderson,9347.68,2
Premier Schoolwear Ltd,9346,4
Secure Itad Ltd,9345,7
Mr Bruno Lefebvre,9344.4,3
Taragauri Padharia,9344.14,3
Learning In Harmony Trust / Upton Cross,9343.98,2
Stuart Road Allotment Society,9342.74,8
Independent Transition Management Ltd,9340,4
Farquharson Training Consultancy Ltd,9339.44,10
Pureprint Group Ltd,9339.05,3
The Revel Pucks Ltd,9338.64,1
Rail Asset Development Ltd,9337,2
The Works Stores Ltd,9336.49,1
Greenwich Parent Carer Participation Forum,9335,7
Khadys Dream CIC,9333.33,2
Crispian Blaize Photography,9333.33,1
Nosila Facepainting,9330,12
DP Suspense Account,9329.48,3
St Annes Pre-school,9328.41,5
Christ Church Gipsy Hill PCC,9326.5,1
Network & Cabling Solutions Ltd,9325.14,7
Dulwich & District Twins Club,9324,5
KT Residential Ltd,9320,2
Garden Museum,9319,5
This Is My Path,9318.75,4
Credit G Ltd,9317.68,7
The British Psychological Society,9315.76,7
Micro Systemation Ltd,9315,1
One-drum,9315,6
Educational Dance Provision SE,9313.2,2
Sarah Locke,9312.6,2
Deborah Marshall,9310,6
The Centre For Governance And Scrutiny,9308.15,2
Cordel Fraser,9307.08,4
The Royal School Wolverhampton,9305.92,2
Fircroft Primary School,9301.95,1
Coton Care Ltd,9300,1
Olubunmi Idowu,9300,2
Aetheris London Ltd,9300,1
Pillbox 38 UK Ltd,9297,16
Umlaut Developments Ltd,9296.45,2
DGM Property Investments Ltd,9296.44,2
Mohammad Al-deen,9296.44,2
Adewale OKE,9296.44,2
J.norwood Ltd,9295.95,5
Beverley Jones,9295.21,2
Hendersons General Services Ltd,9295.18,6
Vera Cruz,9293.95,3
Dixons Kings Academy,9292,4
Pegie BEE Ltd,9291.89,6
Rospa Enterprises Ltd,9290,6
Training Ltd,9290,12
Ominira Learning Ltd,9288.91,4
MGF Property Ltd,9288.29,1
English National Balllet,9286,2
PSP Asset Protection Ltd,9285,2
William Pollard & Company Ltd,9285,12
Styles And Faal Safeguarding,9285,5
BSD Assets Ltd,9284.4,9
Wright Parts,9283.78,17
Enterprise Rent-a-car,9282.6,26
Kwil Legal Services Ltd,9281.99,1
M.a.s.s. Projects,9280,16
Bingham's Solicitors - Fast Track,9279.64,3
Sonia Alvaranga,9275.89,3
JT Management Ltd,9275,25
Premier Personal Safety Ltd,9275,4
Turtles Nursery Ltd,9274.7,2
Target Professional Services UK Ltd,9273.97,15
Genpride Ltd,9273.27,2
Freightliners Farm Ltd,9272.5,3
Lidle Great Britain Ltd,9271.53,1
Glendale Medical Centre,9270,2
West Thornton Primary School,9269.23,1
Dura - Sport Ltd,9268,1
Nova Fire & Security Ltd,9266.56,3
Premier Gate Automation Ltd,9264,2
Spam T & RA,9264,4
PEN & EL Ltd,9263.93,8
Grove Primary School,9262.91,2
Aspect Press Ltd,9262.8,11
Golden4 Care Agency,9260.16,6
Lewis Hubbard Engineering,9260,4
Geeks Ltd,9260,2
Flwomen And Family Wellness,9258,2
Montague Street E1 Ltd,9257.5,1
Smiggle UK Ltd,9257.14,3
Oyinlomo Z Ogunewu,9255.4,7
MP Living Ltd,9254.74,9
Theme Ltd,9253,2
Imageworx Ltd,9252.2,2
Lee Consult Ltd,9252.11,6
J & J Ltd,9252,4
JCH Consulting Ltd,9250,13
Bath Spa University,9250,1
Kingston University London,9250,1
JG Contemporary Ltd,9250,2
Darkins Enterprises Ltd,9250,5
Greentalk Ltd,9250,3
Sprint Ltd,9250,4
Homes Four You Ltd,9250,4
Manchester Metropolitan University,9250,1
Mr Lewis Macdonald,9250,4
Ocean Designs,9249.65,2
Juliet Bianco Childminding,9247,2
Walsall Council,9246,2
Fledglings At Rookstone Road,9243.45,4
Costs Dragon,9243,1
Kidz 1st Community Project,9240,22
Commando Crew Ltd,9240,2
LGS Group Ltd,9240,1
Crusader Ltd,9240,6
Maison Margaux Ltd,9239.64,1
Top Tomato Ltd,9237.3,12
Association Of Directors Of Adult Social Services- Adass,9236.67,3
Croydon Centre Pathways,9235.2,3
NJ Vas Ltd,9235.19,2
TGTM Ltd,9226,8
FIG Tree International Ltd,9225,1
Inv3ntive Football Academy CIC,9225,4
Cht4u,9225,15
Jmac Events Ltd,9225,4
ASB Security Ltd,9224,3
Margarets Music Ltd,9223.68,7
Abdiasiis Abdullaahi,9222.59,3
Enjoy Design Consulting Ltd,9220,4
YJLC,9216.6,8
Ucheck Ltd,9216.5,12
Hackney Friends Association,9216.1,4
The Sheriffs Office,9215.77,6
Granville Consultancy,9215,12
Help Hands Childare Ltd,9212.62,8
Regent Estate 1+2 Pensioners Association,9212.5,10
Billy Collins,9212.44,10
Aeon Electronic Protection Systems Ltd,9211,4
Concept Furniture,9209.8,2
Professional Engineering Project,9209.8,6
Pders Key Lifts,9207.74,5
Aspect Construction Ltd,9207.48,3
Samuel OKI TAS TKI Properties,9207,3
Hampton Junior,9207,1
Vanix,9204.19,6
Dewgate Ltd,9204,9
Eden Creative,9203.44,3
Accident Credit Group Ltd,9203.27,2
Social Personnel,9202.86,1
Fair & Share,9201.5,3
Essex Kilns Ltd,9201.2,7
Classic Folios Ltd,9200.78,2
Little Diamonds OSC,9200,4
Creation Consultancy Ltd,9200,8
Procare Shower & Bathroom Centre,9200,3
Big Smoke Creative Ltd,9200,3
Value Optimised Retrofit Ltd,9200,1
Blue Estate Agents Client Account,9200,3
William H Brown estate Agents,9200,2
Sara Roddis,9200,2
WOW Marketing Ltd,9200,5
Camberwell Carnival,9200,2
The Grange - Willow Care Homes Ltd,9200,2
Fml Estates,9200,1
Mr George Mallet,9200,2
Pureclean And Hoarding,9199,8
Construction Marine Ltd,9198.69,1
William Cutting,9197.87,6
Searcys Events Ltd,9197.75,2
SES Business Water,9196.15,8
S.m.i.l.e-ing Boys,9196,5
Option Business Services Ltd,9195,4
Resi Consultancy Ltd,9195,1
Everquip Garage Equipment Ltd,9195,3
Network Healthcare Solutions,9193.6,8
Shaun Murkett Acoustic Consultants,9191,4
Collector Systems,9187.39,6
The Arab British Centre,9183.24,10
Armorgard Ltd,9183.18,1
WA Products Ltd,9182,20
Campania,9180.16,2
Chalk Creatives Ltd,9180,1
Sliptech,9180,1
Sweetings Property Management,9179.37,10
TC Harrison Ltd,9179.04,2
Staverton Surgery,9175,8
Real Impact Social Empowerment Proj,9175,4
Domestic Abuse Solutions,9175,1
Tcom England CIC Ltd,9175,6
Kingfisher House Ltd,9174.25,3
Mrs Fadumo Yaqub,9172.28,3
Ormiston Kensington Queensmill Academy,9170,1
Starbots Creative Ltd,9166.75,3
Artiston Properties Ltd,9166.67,1
The Theraplay UK Organisation Ltd,9165.65,1
Dr Joanne Ltd,9165,7
Hanbury Homes Ltd,9164.11,7
Rambutan Ltd,9161.78,1
Lpw Europe Ltd,9160.75,18
Humdum UK CIC,9160,10
Rishmil Ltd,9159.35,6
Toiletry Express Ltd,9158.24,2
Sanofi Pasteur,9157.8,16
Archmore Gardens Pre-prep Ltd,9157.05,3
L.a.b.c,9152.29,3
Residential Land Mangement Ltd,9152,1
Crystal Palace Comm DEV Trust,9150.75,1
Hyde & Rowe Property Agents,9150.75,5
Nature Vibezzz,9150,4
NTC Services 1,9150,14
FBS Group Ltd,9150,2
Sharon Grunberger,9149.34,3
Orange Skies Theatre Ltd,9147.6,3
Gosh NHS Foundation Trust,9146.01,4
AVC Technical Services Ltd,9145,5
Sutton Youth Service,9143.26,13
89 Stamford Street Management Ltd,9141.74,3
Tikva,9140,1
Sunny Kids Ltd,9138.98,6
Christopher Hine/applied Asset,9138.92,1
Uniled Solutions Ltd,9138.79,7
St Mary's Twickenham PCC,9138.53,2
Cleaner Greener Safer Happier Ltd,9137.5,1
Herald Information Systems,9137.35,35
Shard Business Serv Ltd,9136.29,6
Ashleigh Lewendon,9135.13,4
Hillcrest Care Ltd,9131.42,1
Abbotsbury Carpets And Flooring,9130.82,4
County Clean Environmental Services Ltd,9129.5,7
Hemlata Utwal,9129.12,8
Aaliyah Greaves,9128.86,3
Specialist Learning Trust,9126,2
Synergy Asset Services TA Synergy Recyc,9126,2
Elcom Systems Ltd,9125,3
Mcgibbon Consultancy And Safeguarding Services Ltd,9125,2
Elfrida Rathbone,9123.2,8
Solidrock Academy CIC,9121,3
The Windsor Forest Colleges Group,9120.31,6
Allforcare Agency,9120,1
ISG Solutions Ltd,9120,2
Hackneyplaybus,9120,4
Altron Communication Equipment Ltd,9120,1
Mont Calm Residential Home,9115.6,2
Hdl Consultancy Ltd,9108,2
HSS Hire Shops,9107.53,6
Comelit PAC Ltd,9107.34,3
Tom White First Aid Services,9105,7
Fotini Nicolaou,9104.16,3
Verizonlimited,9101.93,1
Bigdug Ltd,9101.03,24
Lifestyle Ltd,9100.81,13
Publishing Business Ltd,9100,1
KCC RE Crockenhill Primary School,9100,5
Ursuline College,9100,5
West London Queer Project CIC,9100,9
Inclusive Trading Community Interest Company,9100,6
Community Equipment Solutions Ltd,9100,4
West Drayton Kids Club,9100,4
Eithne Leming Associates,9100,6
The Sapphire Employability And Wellbeing,9100,4
Hand On Team Ltd,9099.5,7
Anchor Hanover,9097.25,6
Azara Issifu,9096.67,10
Terra Measurement Ltd,9095,1
Evapo Ltd,9094.27,1
1st Step Mobility Ltd,9094,3
Infomill Ltd,9092.06,2
Funtime Hire Ltd,9091,5
Blendcross,9090.91,12
House Of Rumi Ltd,9090.63,2
Holmesdale RD Domiciliary Care Agency Surrey,9090.56,2
Wilmington Grammar School For Girls,9090,3
Surfacing Standards Ltd,9090,6
Kindertons Accident Management,9089.98,3
Dr S K Kildea,9088,10
The Pantry Ltd,9087.55,9
Joanna Walker,9086.87,3
Janebriginshawassociatesltd,9086.1,5
Neils Sports Trophies,9085.94,13
Richard Jackson Ltd,9085.07,2
Sheriffs High Court Enforcement Ltd,9084.25,1
First Choice Real Estate Ltd,9083.67,3
Liberty Choir,9083.5,4
Plain English Campaign Ltd,9083.37,9
Cloud Gateway,9081.48,1
Dropbox,9081.21,53
Southeastsk8s,9080,4
Everycareltd,9071.65,7
Joan Cooper,9070.36,3
Mallina Group,9070,6
Dyno Pest Ltd,9069.17,11
Gloucestershire Care Services,9068.67,3
Charlwoods Performing Arts Academy,9065.07,2
Foster & Freeman Ltd,9062.52,3
Pearce Recycling Group,9061.66,96
H. E. Matthews Pharmacy Ltd,9059.4,6
Nellie Graham,9057.7,3
Mange On The Move Ltd,9056.6,1
Vladimir Cibej,9056.06,3
FE Associates,9052.59,8
TS Booker & Son Ltd,9051.81,3
Andriani Aristidou,9051.73,5
Healthcare Ireland L,9051.44,1
HA Marks Ltd,9051.32,3
Friends Of Ruskin Park,9051.02,2
Olsen Radiology Ltd,9050.7,6
EFA,9050.02,1
Atlantic03 Ltd,9048.18,2
Smart City Media,9048,2
Oladiran Koleade,9045.74,2
Fahri Abdullahu,9045.74,2
Amina Hirani,9043.93,1
J K Roshan Properties Ltd,9042.72,2
Afam Wilson & Ezinwamaka Obosi,9040.74,4
M S H Training & Consultancy Limite,9040,1
Mazahirul Uloom London,9040,2
Pinrose Consultancy Ltd,9040,5
Centor Insurance & Risk Mgmnt Ltd,9038.78,1
Mr Mustafa Garun,9036.69,3
Luke Milroy,9035.68,2
Paramount Radio Communications,9035,12
West Street- Domiciliary Care Agency East Area,9034.28,1
Training LMS,9034,1
JBA Project Management Ltd,9033,5
Provide,9033,13
Castle Point Contract Services Ltd,9032.5,2
First Tunnels Ltd,9030.87,3
Nuevos Sistemas Tecnologicos SL,9026,2
Southend-on-sea City Council,9025.38,3
Syon Park Ltd,9025.34,5
BDM Construction Services Ltd,9025,1
AEP Association Of Educational Psychologists,9025,12
Shepherds Bush Medical Centre,9025,7
G W Training And Consultancy Ltd,9024,2
M D Rayner,9024,2
Datastox Ltd,9020,2
Lumo Health Ltd,9020,8
The Maze Organisation CIC,9020,1
Amtec Cleaning Services Ltd,9020,2
Value Health Care And Cleaning Company,9018.95,8
Mrs Madina Hirabe,9018.62,3
Sharesy Ltd,9014.16,15
SK Of Minds Ltd,9013,15
Oxenford Farm Ltd,9012,2
Webigence Ltd,9011.25,5
Wilton TRA,9011.15,6
Centrica Business Solutions Ltd,9010.47,3
D M B Chemist,9009.91,14
Erith Flooring Ltd,9006.8,3
Consultant Ecologist -denis J Vickers,9004.5,1
Mrs Eleni Georgiou,9001.46,3
York Road,9000.36,3
Inner Echo Music Ltd,9000.06,17
Harpwood Care Home,9000,4
Arnold Hill & Co,9000,2
Windsor Fellowship,9000,2
Mhdocs Ltd,9000,2
Team Imagineers,9000,1
Town And Country Consultancy Services Ltd,9000,2
Shelley Sandzer Professional Servic,9000,1
Iain Peel,9000,1
Frieze Publishing Ltd,9000,3
RCCG New Wine Assembly,9000,3
Stem Learning Ltd,9000,1
Burgess Dorling & Leigh Ltd,9000,2
Signature Pay Ltd,9000,1
The Tree Associates Ltd,9000,2
Davies Lane Primary School,9000,1
JW Development,9000,2
Dog CAT & Mouse Ltd,9000,1
Babalola Akingboju,9000,1
Bermondsey Carnival CIC,9000,1
Keenos Energy And Environmental Services Ltd,9000,2
Gaydio CIC,9000,2
North Fortune,9000,2
We Are Stripes Ltd,9000,2
Reach Work Ltd,9000,2
CSM Consulting Ltd,9000,1
Matthew Little,9000,3
Great{with}talent,9000,4
Long Ridings Primary School,9000,1
Manjit Singh Gill,9000,1
Mr Cameron Crowe,9000,4
Blossom Group ASA CIC,9000,2
Victoria Junior School,9000,2
ZB Investment Ltd,9000,2
Andre Kong Studio Ltd,9000,3
NJ Miller Ltd,9000,2
Atlantic Customer Solutions Ltd,9000,1
Freelance Advocate,9000,15
Icmus - Inspire Community Music CIC,9000,1
R & H Accommodations Ltd,9000,3
Settle,9000,1
Forrest Enterprises Ltd,9000,8
Linden Hall Community Centre L,9000,4
Adhd Foundation,9000,3
Karam Missick & Traube LLP,9000,1
TU Investments Ltd,9000,1
Positive Role Models CIC,9000,1
The Sortie Project CIC,9000,3
Belverdale Ltd,9000,4
Dalston Eastern Curve Garden,9000,2
Global Resourcing Solutions Ltd,9000,1
Hiraeth Services Ltd,9000,8
Avison Young Commercial Estate,9000,1
Newmark HDH Ltd,9000,2
Recovery First,9000,1
St John's C Of E Primary School,9000,2
Waltham Forest Parent Forum,9000,1
Brookfield Estate Residents Association,8999.16,4
Justpark,8999.16,2
Reiss Spencer Graham,8998.99,2
Event Lights Ltd,8998.86,3
Wakefield Security Systems,8998.07,6
SRL Technical Services Ltd,8998,3
Roseview Windows,8997.57,2
Fitps Ltd,8995.44,3
Kerrie Croxford,8995,10
AVMI Kinly Ltd,8993.93,1
Kaleidoscope,8993.5,2
